Product,menu_item,Fast Food Chain,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Carbohydrates,Fiber,Sugars,Protein
Cookies  Cream Milkshake,Treats,ChickfilA,630,26.0,15.0,1.0,90,440,90,1.0,84.0,13
Chocolate Milkshake,Treats,ChickfilA,590,22.0,14.0,1.0,85,360,90,1.0,87.0,12
Strawberry Milkshake,Treats,ChickfilA,590,20.0,13.0,0.5,80,410,93,1.0,88.0,11
Vanilla Milkshake,Treats,ChickfilA,580,23.0,15.0,1.0,90,390,82,1.0,80.0,13
ChickfilA Icedream Cone,Treats,ChickfilA,180,4.0,2.5,0.0,15,90,32,0.0,25.0,4
ChickfilA Icedream Cup,Treats,ChickfilA,140,3.5,2.5,0.0,15,75,24,0.0,24.0,4
FreshlyBrewed Iced Tea Sweetened,Drinks,ChickfilA,100,0.0,0.0,0.0,0,0,26,0.0,26.0,0
FreshlyBrewed Iced Tea Unsweetened,Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
ChickfilA Lemonade,Drinks,ChickfilA,270,0.0,0.0,0.0,0,0,69,0.0,63.0,0
ChickfilA Diet Lemonade,Drinks,ChickfilA,60,0.0,0.0,0.0,0,10,16,0.0,12.0,0
Sunjoy 12 Sweet Tea 12 Lemonade,Drinks,ChickfilA,180,0.0,0.0,0.0,0,0,45,0.0,43.0,0
Sunjoy 12 Sweet Tea 12 Diet Lemonade,Drinks,ChickfilA,100,0.0,0.0,0.0,0,0,25,0.0,24.0,0
Sunjoy 12 Unsweet Tea 12 Lemonade,Drinks,ChickfilA,90,0.0,0.0,0.0,0,0,25,0.0,23.0,0
Sunjoy 12 Unsweet Tea 12 Diet Lemonade,Drinks,ChickfilA,20,0.0,0.0,0.0,0,0,6,0.0,4.0,0
Iced Coffee,Drinks,ChickfilA,130,2.5,1.5,0.0,10,70,23,0.0,23.0,4
CocaCola,Drinks,ChickfilA,140,0.0,0.0,0.0,0,50,40,0.0,40.0,0
Dr Pepper,Drinks,ChickfilA,180,0.0,0.0,0.0,0,75,48,0.0,47.0,0
DASANI Bottled Water,Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Honest Kids Apple Juice,Drinks,ChickfilA,35,0.0,0.0,0.0,0,15,9,0.0,8.0,0
Simply Orange,Drinks,ChickfilA,160,0.0,0.0,0.0,0,10,34,0.0,30.0,2
1 Chocolate Milk,Drinks,ChickfilA,140,2.0,1.5,0.0,10,160,23,0.0,21.0,7
1 Milk,Drinks,ChickfilA,90,2.0,1.5,0.0,10,105,10,0.0,10.0,7
Coffee,Drinks,ChickfilA,0,0.0,0.0,0.0,0,10,0,0.0,0.0,0
Gallon Beverages,Drinks,ChickfilA,2090,1.5,0.0,0.0,0,95,549,2.0,517.0,2
Ice Products,Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Barbeque Sauce,Dipping Sauces,ChickfilA,45,0.0,0.0,0.0,0,200,11,0.0,9.0,0
ChickfilA Sauce,Dipping Sauces,ChickfilA,140,13.0,2.0,0.0,10,170,6,0.0,6.0,0
Garden Herb Ranch Sauce,Dipping Sauces,ChickfilA,140,15.0,2.5,0.0,10,220,1,0.0,1.0,1
Honey Mustard Sauce,Dipping Sauces,ChickfilA,50,0.0,0.0,0.0,0,160,11,0.0,10.0,0
Polynesian Sauce,Dipping Sauces,ChickfilA,110,6.0,1.0,0.0,0,210,14,0.0,13.0,0
Sweet and Spicy Sriracha Sauce,Dipping Sauces,ChickfilA,45,0.0,0.0,0.0,0,380,11,0.0,10.0,0
Zesty Buffalo Sauce,Dipping Sauces,ChickfilA,25,2.5,0.0,0.0,5,570,1,0.0,0.0,0
Honey Roasted BBQ Sauce,Dipping Sauces,ChickfilA,60,5.0,1.0,0.0,5,75,3,0.0,2.0,0
Avocado Lime Ranch Dressing,Dressings,ChickfilA,310,32.0,5.0,0.0,25,520,3,1.0,2.0,1
Creamy Salsa Dressing,Dressings,ChickfilA,290,31.0,5.0,0.0,25,630,2,0.0,1.0,1
Fat Free Honey Mustard Dressing,Dressings,ChickfilA,90,0.0,0.0,0.0,0,330,22,1.0,18.0,0
Garden Herb Ranch Dressing,Dressings,ChickfilA,280,29.0,5.0,0.0,25,440,2,0.0,1.0,1
Light Balsamic Vinaigrette Dressing,Dressings,ChickfilA,80,4.0,0.5,0.0,0,360,10,0.0,9.0,0
Light Italian Dressing,Dressings,ChickfilA,25,1.0,0.0,0.0,0,470,3,0.0,2.0,0
Zesty Apple Cider Vinaigrette Dressing,Dressings,ChickfilA,230,19.0,3.0,0.0,0,450,16,0.0,14.0,0
Grilled Breakfast Filet,Proteins,ChickfilA,60,1.0,0.0,0.0,40,420,0,0.0,0.0,13
Bacon,Proteins,ChickfilA,50,3.5,1.5,0.0,10,210,0,0.0,0.0,4
ChickfilA Breakfast Filet,Proteins,ChickfilA,160,8.0,1.5,0.0,45,750,8,0.0,2.0,15
Sausage,Proteins,ChickfilA,240,22.0,8.0,0.0,35,430,1,0.0,0.0,11
Spicy Breakfast Filet,Proteins,ChickfilA,130,6.0,1.5,0.0,35,710,6,0.0,1.0,14
Grilled Filet,Proteins,ChickfilA,110,2.0,0.0,0.0,70,370,1,0.0,1.0,21
Spicy Filet,Proteins,ChickfilA,280,13.0,2.5,0.0,65,1390,16,1.0,2.0,23
ChickfilA Filet,Proteins,ChickfilA,260,12.0,2.5,0.0,75,1170,13,0.0,2.0,25
Bacon,Sandwich Toppings,ChickfilA,50,3.5,1.5,0.0,10,210,0,0.0,0.0,4
Lettuce,Sandwich Toppings,ChickfilA,5,0.0,0.0,0.0,0,5,1,0.0,0.0,0
Tomato,Sandwich Toppings,ChickfilA,5,0.0,0.0,0.0,0,0,1,0.0,1.0,0
American Cheese,Sandwich Toppings,ChickfilA,50,4.5,2.5,0.0,15,230,1,0.0,0.0,3
Colby Jack Cheese,Sandwich Toppings,ChickfilA,80,7.0,4.0,0.0,20,140,0,0.0,0.0,5
Pepper Jack Cheese,Sandwich Toppings,ChickfilA,80,6.0,4.0,0.0,20,140,0,0.0,0.0,4
Gluten Free Bun,Buns,ChickfilA,180,3.5,0.0,0.0,0,400,37,2.0,7.0,3
White Bun Buttered,Buns,ChickfilA,180,6.0,1.0,0.0,0,240,29,1.0,4.0,5
Multigrain Brioche Bun,Buns,ChickfilA,210,4.5,1.0,0.0,0,310,38,3.0,7.0,7
White Bun Unbuttered,Buns,ChickfilA,150,1.0,0.0,0.0,0,240,28,1.0,4.0,5
Blue Cheese Crumbles,Salad Toppings,ChickfilA,30,2.5,1.5,0.0,10,110,0,0.0,0.0,2
Chili Lime Pepitas,Salad Toppings,ChickfilA,80,7.0,1.0,0.0,0,50,2,1.0,0.0,4
Crispy Bell Peppers,Salad Toppings,ChickfilA,80,6.0,0.0,0.0,0,75,6,0.0,0.0,1
Harvest Nut Granola,Salad Toppings,ChickfilA,70,2.0,0.0,0.0,0,35,10,0.0,4.0,1
Roasted Nut Blend,Salad Toppings,ChickfilA,70,6.0,0.5,0.0,0,0,2,1.0,1.0,1
Seasoned Tortilla Strips,Salad Toppings,ChickfilA,70,4.0,0.0,0.0,0,55,8,1.0,0.0,1
Saltines,Soup Toppings,ChickfilA,50,1.0,0.0,0.0,0,180,9,0.0,0.0,1
Grilled Chicken Bundleper sandwich,Trays,ChickfilA,530,21.0,8.0,0.0,135,1390,37,3.0,9.0,49
Hot ChickfilA Nugget Trays,Trays,ChickfilA,30,1.5,0.0,0.0,10,150,1,0.0,0.0,3
Chilled ChickfilA Nugget Trays,Trays,ChickfilA,30,1.5,0.0,0.0,10,150,1,0.0,0.0,3
Hot ChicknStrips Trays,Trays,ChickfilA,110,5.0,1.0,0.0,25,300,6,0.0,1.0,10
Chilled ChicknStrips Trays,Trays,ChickfilA,110,5.0,1.0,0.0,25,300,6,0.0,1.0,10
Chilled Grilled Chicken Sub Sandwich Tray,Trays,ChickfilA,220,6.0,2.5,0.0,45,490,25,2.0,4.0,18
Spicy Chilled Grilled Chicken Sub Sandwich Tray,Trays,ChickfilA,220,6.0,2.5,0.0,40,660,25,2.0,5.0,16
ChickfilA Cool Wrap Trays,Trays,ChickfilA,480,39.0,7.0,0.0,70,970,18,7.0,3.0,22
Southwest Veggie Wrap Trays,Trays,ChickfilA,460,39.0,8.0,0.0,35,940,19,8.0,3.0,14
Spicy Cool Wrap Trays,Trays,ChickfilA,1405,110.0,18.5,0.0,105,3650,87,9.0,63.0,22
Fruit Tray,Trays,ChickfilA,780,0.0,0.0,0.0,0,0,182,29.0,134.0,8
Mac  Cheese Tray,Trays,ChickfilA,4930,312.0,178.0,3.5,750,13030,308,31.0,36.0,221
Garden Salad Tray,Trays,ChickfilA,310,18.0,11.0,0.5,55,420,20,9.0,11.0,19
Kale Crunch Side Tray,Trays,ChickfilA,1160,87.0,9.0,0.0,0,1420,77,23.0,42.0,30
Chocolate Chunk Cookie Tray,Trays,ChickfilA,370,17.0,9.0,0.0,15,230,49,3.0,26.0,5
Chocolate Fudge Brownie Tray,Trays,ChickfilA,190,10.0,4.0,0.0,35,70,23,1.0,18.0,2
Chocolate Chunk Cookie and Chocolate Fudge Brownie Tray,Trays,ChickfilA,280,14.0,7.0,0.0,25,150,36,2.0,22.0,3
ChickfilA Chicken Sandwich,Catering Entrées,ChickfilA,420,18.0,3.5,0.0,70,1460,41,1.0,6.0,29
Spicy Chicken Sandwich,Catering Entrées,ChickfilA,450,19.0,4.0,0.0,65,1730,45,1.0,6.0,28
ChickfilA Nuggets,Catering Entrées,ChickfilA,160,7.0,1.5,0.0,50,760,7,0.0,1.0,17
Chilled Grilled Chicken Sub Sandwich,Catering Entrées,ChickfilA,440,12.0,5.0,0.0,90,980,49,5.0,9.0,36
Spicy Chilled Grilled Chicken Sub Sandwich,Catering Entrées,ChickfilA,430,12.0,5.0,0.0,85,1320,50,5.0,9.0,33
Gallon FreshlyBrewed Iced Tea Sweetened,Catering Drinks,ChickfilA,1540,0.0,0.0,0.0,0,115,398,0.0,397.0,0
Gallon FreshlyBrewed Iced Tea Unsweetened,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Gallon ChickfilA Iced Tea 12 Sweet Tea 12 Unsweet Tea,Catering Drinks,ChickfilA,790,0.0,0.0,0.0,0,0,205,0.0,205.0,0
Gallon ChickfilA Lemonade,Catering Drinks,ChickfilA,2090,1.5,0.0,0.0,0,95,549,2.0,517.0,2
Gallon ChickfilA Diet Lemonade,Catering Drinks,ChickfilA,460,1.5,0.0,0.0,0,95,126,2.0,91.0,3
Gallon ChickfilA Lemonade 12 Lemonade 12 Diet Lemonade,Catering Drinks,ChickfilA,1390,0.5,0.0,0.0,0,40,389,1.0,350.0,1
Gallon Sunjoy 12 Sweet Tea 12 Lemonade,Catering Drinks,ChickfilA,1970,0.0,0.0,0.0,0,0,506,2.0,481.0,2
Gallon Sunjoy 12 Sweet Tea 12 Diet Lemonade,Catering Drinks,ChickfilA,1030,1.0,0.0,0.0,0,50,270,1.0,252.0,1
Gallon Sunjoy 12 Unsweet Tea 12 Lemonade,Catering Drinks,ChickfilA,1040,0.0,0.0,0.0,0,0,291,0.0,271.0,0
Gallon Sunjoy 12 Unsweet Tea 12 Diet Lemonade,Catering Drinks,ChickfilA,240,1.0,0.0,0.0,0,50,65,1.0,47.0,1
DASANI Bottled Water,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Simply Orange,Catering Drinks,ChickfilA,160,0.0,0.0,0.0,0,10,34,0.0,30.0,2
Bottled Sweet Tea,Catering Drinks,ChickfilA,190,0.0,0.0,0.0,0,15,48,0.0,48.0,0
Bottled Unsweet Tea,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,15,0,0.0,0.0,0
Bottled Lemonade,Catering Drinks,ChickfilA,280,0.0,0.0,0.0,0,10,73,0.0,69.0,0
Bottled Diet Lemonade,Catering Drinks,ChickfilA,60,0.0,0.0,0.0,0,10,17,0.0,12.0,0
Honest Kids Apple Juice,Catering Drinks,ChickfilA,35,0.0,0.0,0.0,0,15,9,0.0,8.0,0
Honest Kids Fruit Punch,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
1 Milk,Catering Drinks,ChickfilA,90,2.0,1.5,0.0,10,105,10,0.0,10.0,7
1 Chocolate Milk,Catering Drinks,ChickfilA,140,2.0,1.5,0.0,10,160,23,0.0,21.0,7
Bag of Ice,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Ice Scoop,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Ice Bucket,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Catering Coffee,Catering Drinks,ChickfilA,0,0.0,0.0,0.0,0,80,0,0.0,0.0,0
8oz ChickfilA Sauce,Catering Sauces,ChickfilA,1140,103.0,17.0,1.5,70,1390,50,1.0,47.0,2
8oz Polynesian Sauce,Catering Sauces,ChickfilA,860,48.0,8.0,0.5,0,1680,107,2.0,102.0,1
8oz Garden Herb Ranch Sauce,Catering Sauces,ChickfilA,1100,117.0,20.0,2.0,95,1780,8,0.0,5.0,4
8oz Honey Mustard Sauce,Catering Sauces,ChickfilA,380,3.0,0.0,0.0,0,1250,88,1.0,78.0,2
8oz Barbeque Sauce,Catering Sauces,ChickfilA,360,0.0,0.0,0.0,0,1560,88,2.0,71.0,2
